year,month,day,hour,min,AOD_QC2,AOD_QC3,conc,avgbinQC2,avgbinQC3
2018,7,22,12,55,,,,5,5
2018,7,23,13,36,0.337,,12.19023,5,5
2018,7,24,12,41,,,,5,5
2018,7,25,13,25,,,,5,5
2018,7,27,13,11,,,,5,5
2018,7,28,13,55,,,,5,5
2018,7,29,13,0,,,,5,5
2018,7,30,13,41,,,,5,5
2018,7,31,12,46,,,,5,5
2018,8,1,13,30,,,,5,5
2018,8,3,13,20,,,,5,5
2018,8,4,14,1,,,,5,5
2018,8,5,13,6,,,,5,5
2018,8,6,13,50,,,,5,5
2018,8,7,12,55,0.27329,0.273,16.75157,5,5
2018,8,8,13,36,0.275,0.275,10.20087,3,3
2018,8,9,12,41,0.3415,,12.44032,5,5
2018,8,10,13,25,0.771,,53.9074,3,5
2018,8,12,13,11,,,,5,5
2018,8,13,13,55,,,,5,5
2018,8,14,13,0,0.373,0.343,13.31238,1,3
2018,8,15,13,41,0.306,,13.92552,3,5
2018,8,16,12,46,0.263,0.263,9.85775,5,5
2018,8,17,13,30,0.256,0.24133,13.02125,3,3
2018,8,19,13,16,0.266,0.251,15.53479,5,5
2018,8,19,13,20,,,,5,5
2018,8,20,14,1,0.25225,0.2685,9.68952,5,5
2018,8,21,13,6,0.365,,16.55429,3,5
2018,8,22,13,50,,,,5,5
2018,8,23,12,55,,,,5,5
2018,8,24,13,36,,,,5,5
2018,8,25,12,41,,,,5,5
2018,8,26,13,25,0.319,0.31,20.18864,3,5
2018,8,28,13,11,,,,5,5
2018,8,29,13,55,,,,5,5
2018,8,30,13,0,,,,5,5
2018,8,31,13,41,,,,5,5
2018,9,1,12,46,,,,5,5
2018,9,2,13,30,0.408,0.408,21.8131,5,5
2018,9,4,13,16,0.28067,0.252,12.45457,3,3
2018,9,5,14,1,0.39325,,13.99708,5,5
2018,9,6,13,5,0.384,0.332,13.63079,0,5
2018,9,7,13,50,0.2255,,14.42843,5,5
2018,9,8,12,55,0.163,0.151,6.1631,1,3
2018,9,9,13,36,0.351,,12.6881,3,5
2018,9,10,12,41,,,,5,5
2018,9,11,13,25,,,,5,5
2018,9,13,13,11,0.461,0.454,15.92429,3,3
2018,9,14,13,55,,,,5,5
2018,9,15,13,0,0.253,0.27375,9.42262,1,3
2018,9,16,13,41,0.672,,22.0748,5,5
2018,9,17,12,46,0.20625,0.226,7.75439,1,1
2018,9,18,13,30,0.379,0.12,13.48293,0,1
2018,9,20,13,16,0.558,,34.19423,5,5
2018,9,21,14,0,,,,5,5
2018,9,22,13,5,,,,5,5
2018,9,23,13,46,0.25533,0.3304,12.48574,3,5
2018,9,23,13,50,0.238,0.194,8.86675,1,1
2018,9,24,12,51,0.23433,0.241,8.83044,1,1
2018,9,25,13,36,0.282,0.375,10.38786,0,1
2018,9,26,12,41,,,,5,5
2018,9,27,13,25,0.534,0.534,17.98034,1,1
2018,9,29,13,11,0.465,0.465,15.96104,0,0
2018,9,30,13,55,0.481,0.435,16.47164,1,3
2018,10,1,13,0,0.40233,0.358,16.9714,1,1
2018,10,2,13,41,0.285,0.285,10.49762,0,0
2018,10,3,12,46,0.512,,29.37919,1,5
2018,10,4,13,30,0.70267,0.701,28.67162,3,3
2018,10,6,13,16,0.373,0.41233,13.30206,1,3
2018,10,7,14,0,0.389,0.597,13.78699,3,5
2018,10,8,13,5,0.28933,0.245,11.30298,1,1
2018,10,9,13,46,0.3215,0.295,12.58227,1,1
2018,10,9,13,50,0.416,0.416,26.24369,0,0
2018,10,10,12,51,0.354,0.354,19.85462,1,1
2018,10,11,13,36,0.4695,0.452,20.4122,1,1
2018,10,12,12,41,0.407,0.407,21.76581,5,5
2018,10,13,13,25,0.213,0.213,8.0443,0,0
2018,10,15,13,11,0.262,0.19267,9.74815,0,1
2018,10,16,13,55,0.3645,0.357,13.04668,1,1
2018,10,17,13,0,0.517,0.517,31.4764,1,1
2018,10,18,13,41,0.269,0.269,9.99241,0,0
2018,10,19,12,46,0.14,0.68875,5.29176,0,3
2018,10,20,13,30,0.5,0.366,17.00091,0,1
2018,10,22,13,16,0.346,0.346,12.45497,0,0
2018,10,23,14,0,0.216,0.207,13.52089,3,3
2018,10,24,13,5,0.16067,0.16067,8.03897,1,1
2018,10,25,13,46,0.3305,0.3305,15.9852,1,1
2018,10,25,13,50,0.335,0.335,20.78798,3,3
2018,10,26,12,51,0.126,0.126,4.74374,0,0
2018,10,27,13,36,0.269,0.1542,10.001,0,1
2018,10,28,12,41,0.201,0.147,12.84944,0,1
2018,10,29,13,25,0.2548,0.273,12.73366,1,1
2018,10,31,13,11,0.228,0.228,8.61366,0,0
2018,11,1,13,55,0.087,0.087,5.56209,0,0
2018,11,2,13,0,0.109,0.109,4.138,0,0
2018,11,3,13,41,0.321,0.308,20.9466,0,3
2018,11,4,12,46,0.236,0.236,15.10769,0,0
2018,11,5,13,30,0.348,0.348,12.53907,0,0
2018,11,7,13,16,0.288,0.288,10.62473,0,0
2018,11,8,14,0,0.263,0.263,9.77215,0,0
2018,11,9,13,5,0.35,0.39925,23.01267,0,1
2018,11,10,13,46,0.244,0.244,9.14728,0,0
2018,11,11,12,51,0.333,0.333,21.77734,1,1
2018,11,12,13,35,0.4,0.4,14.10736,0,0
2018,11,13,12,40,0.86064,0.8669,66.19552,3,3
2018,11,14,13,25,0.344,0.344,12.40868,0,0
2018,11,16,13,11,0.508,0.508,32.66967,0,0
2018,11,17,13,55,0.295,0.3284,10.81713,0,1
2018,11,18,13,0,0.4515,0.549,30.36908,1,1
2018,11,19,13,41,0.593,0.597,20.30907,1,1
2018,11,20,12,46,0.667,,46.17981,1,5
2018,11,21,13,30,0.749,0.64342,23.72267,1,3
2018,11,23,13,16,0.273,0.273,10.11526,0,0
2018,11,24,14,0,0.32733,0.333,16.56982,1,1
2018,11,25,13,5,0.159,0.159,10.18425,0,0
2018,11,26,13,46,0.108,0.143,4.07347,0,1
2018,11,27,12,51,0.215,0.18571,13.76489,0,1
2018,11,28,13,35,0.275,0.275,17.72813,3,3
2018,11,29,12,40,0.131,0.17725,8.40379,0,1
2018,11,30,13,25,0.33283,0.3065,16.10095,3,3
2018,12,2,13,11,0.472,0.62,22.51721,1,3
2018,12,3,13,55,0.554,0.554,22.47817,1,1
2018,12,4,13,0,0.628,0.628,43.27358,1,1
2018,12,5,13,41,0.49067,0.49067,29.39034,3,3
2018,12,6,12,46,0.316,0.322,20.57342,1,1
2018,12,7,13,30,0.405,0.2995,18.09811,1,3
2018,12,9,13,16,0.377,0.32295,13.39948,1,3
2018,12,10,14,0,0.22,0.17667,11.71103,1,1
2018,12,11,13,5,0.214,0.214,9.75493,0,0
2018,12,12,13,46,0.107,0.11575,6.85782,1,3
2018,12,13,12,51,0.214,0.23559,13.69206,1,3
2018,12,14,13,35,0.233,0.243,8.78355,0,1
2018,12,15,12,40,0.09125,0.09233,5.85303,1,1
2018,12,16,13,25,0.137,0.11575,6.70911,1,1
2018,12,18,13,11,0.40133,0.426,24.35313,3,3
2018,12,19,13,55,0.219,0.27633,8.27129,0,1
2018,12,20,13,0,0.37833,0.3305,25.18679,1,1
2018,12,21,13,41,0.381,0.3925,14.57524,1,1
2018,12,22,12,46,0.652,0.64486,45.06148,3,3
2018,12,23,13,30,0.263,0.263,9.77579,0,0
2018,12,25,13,16,0.1035,0.1035,6.64035,1,1
2018,12,26,14,0,0.212,0.314,11.9964,1,1
2018,12,27,13,5,0.311,0.401,17.44184,1,3
2018,12,28,13,46,0.432,0.432,21.9379,1,1
2018,12,29,12,51,0.273,0.273,17.56598,1,1
2018,12,30,13,36,0.147,0.1555,5.53343,0,1
2018,12,31,12,41,0.15917,0.1525,10.1944,1,1
