year,month,day,hour,min,AOD_QC2,AOD_QC3,conc,avgbinQC2,avgbinQC3
2018,9,28,10,56,0.416,0.416,14.57075,0,0
2018,9,30,10,45,0.49,0.49,16.70546,0,0
2018,10,1,11,26,0.34467,0.29257,22.92486,1,3
2018,10,2,10,31,0.397,0.397,13.99587,1,1
2018,10,3,11,15,0.54887,0.664,30.6422,3,3
2018,10,4,10,20,0.653,0.7522,21.44442,3,5
2018,10,5,11,1,0.449,0.449,15.49046,0,0
2018,10,7,10,50,0.393,0.4036,13.8991,0,3
2018,10,9,10,36,0.337,0.337,12.17058,0,0
2018,10,10,11,20,0.4785,0.4785,32.33996,1,1
2018,10,11,10,25,0.524,0.524,33.76278,3,3
2018,10,12,11,6,,,,5,5
2018,10,12,11,10,0.46157,0.4765,26.74116,3,3
2018,10,13,10,11,0.28229,0.313,16.11115,3,3
2018,10,13,10,15,0.238,0.238,15.21615,0,0
2018,10,14,10,56,0.302,0.302,11.08282,0,0
2018,10,16,10,45,0.42933,0.398,22.2213,1,1
2018,10,17,11,26,0.5835,0.559,38.99804,1,1
2018,10,18,10,31,0.368,0.368,17.73652,0,0
2018,10,19,11,15,0.34,0.34,22.25696,0,0
2018,10,20,10,20,0.384,0.384,13.62135,0,0
2018,10,21,11,1,0.348,0.348,12.54209,0,0
2018,10,23,10,50,0.357,0.357,12.79872,0,0
2018,10,25,10,36,0.399,0.399,14.07086,0,0
2018,10,26,11,20,0.161,0.161,10.29526,0,0
2018,10,27,10,25,0.095,0.095,3.61079,0,0
2018,10,28,11,6,0.238,0.238,11.45228,0,0
2018,10,29,10,11,0.178,0.178,11.38952,0,0
2018,10,30,10,56,0.29,0.29,10.68954,0,0
2018,11,1,10,45,0.285,0.285,10.5078,0,0
2018,11,2,11,26,0.141,0.141,9.06036,0,0
2018,11,3,10,31,0.225,0.225,8.47563,0,0
2018,11,4,11,15,0.142,0.142,8.37772,0,0
2018,11,5,10,20,0.253,0.253,9.45142,0,0
2018,11,6,11,1,0.279,0.279,10.32301,0,0
2018,11,8,10,50,0.238,0.238,8.94666,0,0
2018,11,10,10,36,0.425,0.425,14.80755,0,0
2018,11,11,11,20,0.263,0.313,9.80154,0,1
2018,11,12,10,25,0.288,0.288,10.628,0,0
2018,11,13,11,6,0.472,0.485,16.16951,0,1
2018,11,14,10,11,0.4908,0.496,24.17281,1,1
2018,11,15,10,55,0.489,0.489,26.37617,0,0
2018,11,17,10,41,0.1435,0.1115,0.0,3,3
2018,11,17,10,45,0.339,0.339,12.23218,0,0
2018,11,18,11,26,0.543,0.565,37.04391,1,1
2018,11,19,10,31,0.695,0.695,22.41897,0,0
2018,11,20,11,15,0.454,0.65625,27.31411,0,3
2018,11,21,10,20,0.77733,0.847,36.26071,1,1
2018,11,22,11,1,0.522,0.522,19.45204,0,0
2018,11,24,10,50,0.449,0.449,15.49429,0,0
2018,11,26,10,36,0.129,0.129,4.86067,0,0
2018,11,27,11,20,0.158,0.158,5.96781,0,0
2018,11,28,10,25,0.2475,0.232,15.84806,5,5
2018,11,29,11,6,0.234,0.234,8.8056,0,0
2018,11,30,10,11,0.4288,0.437,23.19889,3,3
2018,12,1,10,55,0.479,0.48367,16.36479,0,3
2018,12,3,10,41,0.587,0.537,19.50171,0,1
2018,12,4,11,26,0.736,0.8166,45.89879,1,3
2018,12,5,10,30,,,,5,5
2018,12,6,11,15,0.404,0.468,26.84579,0,1
2018,12,7,10,20,0.31317,0.30833,15.86469,1,1
2018,12,8,11,1,0.415,0.40657,20.22404,1,3
2018,12,10,10,50,0.291,0.291,10.70254,0,0
2018,12,12,10,36,0.125,0.129,8.0061,1,1
2018,12,13,11,20,0.16,0.119,6.03675,0,1
2018,12,14,10,25,0.111,0.13933,4.19768,0,1
2018,12,15,11,6,0.084,0.1125,3.18791,0,1
2018,12,16,10,11,0.089,0.07933,5.646,1,1
2018,12,17,10,55,,,,5,5
2018,12,19,10,41,0.372,0.42675,13.26928,0,1
2018,12,20,11,26,0.829,0.90575,69.95573,5,5
2018,12,21,10,31,0.52117,0.74,25.84941,3,3
2018,12,22,11,15,0.607,0.52,30.81679,3,5
2018,12,23,10,20,0.208,0.154,7.85218,0,1
2018,12,24,11,1,0.15271,0.15469,8.79774,3,3
2018,12,26,10,50,0.273,0.273,10.12362,0,0
2018,12,28,10,36,0.374,0.333,13.3152,0,1
2018,12,29,11,20,0.2105,0.31933,10.99631,1,3
2018,12,30,10,25,0.1654,0.168,8.02401,1,1
2018,12,31,11,6,0.15575,0.152,7.28246,1,1
